"adverts"	"sales"	"airplay"	"attract"	"residuals"	"standardized.residuals"	"studentized.residuals"	"cooks.distance"	"dfbeta.(Intercept)"	"dfbeta.adverts"	"dfbeta.airplay"	"dfbeta.attract"	"dffit"	"leverage"	"covariance.ratios"
217.994	180	42	6	-19.8412926015729	-0.425452501733132	-0.424561866691279	0.000880644609543048	-0.258919115907061	0.000188420406262714	-0.0116586805933552	0.0535639490508383	-0.0592270686699935	0.0190892128081339	1.03669563605922
759.862	130	6	7	-5.69669210401818	-0.122376141021559	-0.122068221343802	8.68226864003399e-05	-0.0690835921142688	-2.73461937719112e-05	0.00449812674339552	-0.00989025806887318	-0.0185888476345174	0.0226643589147281	1.04402131231232
1163.444	320	36	6	60.1089004801337	1.2868832083995	1.28905351558424	0.00673590750615073	0.527269338475755	0.000707691892691557	0.0179987189164098	-0.170105528543154	0.164421977328458	0.0160091726446616	1.00266173674482
842.957	280	32	7	49.6967489165856	1.05894605451941	1.05927574903549	0.0018782219935752	-0.151627294546448	0.00022422156032103	0.00633635389156581	0.0132587317644972	0.0867039033699475	0.00665517185858633	1.00419584492116
125.179	200	28	6	55.1812448321915	1.17868012405303	1.17985841330456	0.00403569694875922	1.18305379833871	-0.000571692088887154	0.00537888562813141	-0.103486915384702	0.12718128319924	0.0114860164714599	1.00356547914986
236.598	130	25	8	-36.3469323991566	-0.776968169283152	-0.776179810819793	0.00198650767005037	0.397638782905651	0.000315575754863726	0.00455449184410313	-0.133073514624982	-0.089050063577456	0.0129916588057332	1.02142446651166
669.811	190	34	8	-43.4269686929629	-0.926730060695945	-0.926394786893984	0.00208433822473842	0.83916040608358	-4.41010400472612e-06	-0.00684420585902505	-0.128135579364838	-0.091276072384446	0.00961448361664509	1.01263493162944
612.234	150	21	6	-12.5903574893634	-0.268394159841974	-0.267757814038526	0.000136453272290642	-0.268743282781814	-1.04933025012421e-05	0.00234449601181913	0.0217559944431262	-0.0233072516574142	0.00752003001397858	1.02689375082856
922.019	230	34	7	-13.7492654707193	-0.293187794729172	-0.292503058341992	0.000175933523637629	0.0658213117635696	-8.36768272422878e-05	-0.0026358210321625	-0.00165927746919867	-0.0264660312270465	0.00812036947702865	1.02722323160082
50	310	63	7	42.6165849299921	0.932612717034218	0.932301443616284	0.0134436897327232	-0.621956459155251	-0.000681072621699049	0.0573152974002142	-0.0457160595625743	0.231816454687929	0.0582267002983648	1.06466612993389
2000	340	31	7	14.8487813370408	0.322846060579219	0.322107077522434	0.00125429691456108	-0.18059377834371	0.000460213584800674	4.01888688042322e-05	-0.00375990780271204	0.0706699767919254	0.0459252737582339	1.06752830802436
1054.027	240	25	7	15.3520850650132	0.327622187010335	0.326874863542221	0.000262022886410284	-0.0133917296650637	0.000148577483588104	-0.00206525482580769	0.00833210747753042	0.0323003946572132	0.00967013382305009	1.02838175916679
385.045	180	42	7	-45.1077227328383	-0.964639160763298	-0.964467374031031	0.00325590938683103	0.223829658268813	0.000283040700766223	-0.0233255551896422	0.00221923077984469	-0.114100829792134	0.0138027715945792	1.01544172399764
1507.972	220	37	7	-83.5900589354058	-1.79672215946824	-1.807076300924	0.0196754560301943	0.94265258326393	-0.00158165070427876	-0.0213502496642972	0.0277880631796182	-0.282155139503613	0.0237991866644364	0.978354630822182
102.568	40	25	8	-114.969819283836	-2.46099615091923	-2.49353819149918	0.024115187915313	1.13781635414824	0.00133932863924284	0.0132378864655458	-0.429654766554966	-0.314688165580167	0.0156771225009426	0.914580003870202
204.568	190	26	7	34.0908385845508	0.727229349923477	0.726352413036769	0.00118518278634097	0.181770215821125	-0.000304578716735165	-0.00113119328003208	0.0307912322397693	0.06876994053652	0.00888437442900026	1.01875039979749
1170.918	290	39	7	8.28586058085379	0.177306664730252	0.176867958446023	0.00012004215967882	-0.0794671017076507	9.27974606690553e-05	0.00290178128069376	-0.00225785816609521	0.0218585323224031	0.0150439036463146	1.03559586649705
689.547	340	46	7	75.5749775562363	1.61839251439261	1.62515386130729	0.0109766705487585	-0.728668044349792	6.56569465700588e-06	0.0480778173136004	-0.0315061459119886	0.210414630360204	0.0164870509918282	0.98341070920878
784.22	250	36	6	22.299263414136	0.476037817828142	0.475096611628797	0.000591403979862987	0.261836261026875	7.63288876970765e-05	0.00729813414039602	-0.0586074032903166	0.0485414331501883	0.0103312101866438	1.02656465347425
405.913	190	12	4	97.4026614648238	2.0994462133587	2.1180343731112	0.0331591773716575	6.0692407905793	-0.000197672687681073	-0.0376293901464783	-0.651596960216483	0.367417739376812	0.0292131323618115	0.95995328236074
179.778	120	2	8	35.927002287801	0.777882213750878	0.777095753926004	0.00596431778662484	0.0835043067286892	-0.000299615018686069	-0.0343436184899126	0.181942365059477	0.154301830346093	0.0379314211469338	1.04787242806091
607.258	230	29	8	18.7199576274141	0.399348783813427	0.398490887333404	0.000359948937353323	-0.300495243386387	-1.63544654220058e-05	-0.000247080568339773	0.0608246911341602	0.0378631264464867	0.00894731846752315	1.0265380056017
1542.329	190	33	8	-114.123081395714	-2.45591293513707	-2.48822405869727	0.040415896570736	2.98437747329287	-0.00223095572783179	-0.00632432158021772	-0.299208538120532	-0.407363977882021	0.0261035198243146	0.924857996988595
1112.47	210	28	7	-29.7111142829624	-0.634270083414593	-0.6333002504106	0.00105194015272133	0.0890512956575327	-0.000318720444534726	0.00100085926702331	-0.0104665490368655	-0.0647680682510564	0.0103510342099634	1.02290515466294
856.985	170	10	6	23.6756735451113	0.50736788521527	0.506404583950277	0.00117374828875366	0.609315335265967	0.000167944621303109	-0.014138660403992	-0.0300076804388765	0.068389926292178	0.017911811197426	1.03383749826738
836.331	310	38	7	60.0546447449907	1.28140948083832	1.28352413477367	0.00388506811935243	-0.379613745941911	0.000234951357706079	0.0203666782755275	-0.0032070661843052	0.124866351195297	0.0093754441844072	0.996235605314397
236.908	90	19	4	-11.8233548536849	-0.254571625045821	-0.253963366695841	0.000451870544621331	-0.704784451847152	7.49057576003013e-05	0.00143906004936271	0.0824847449026859	-0.0424129121349636	0.0271335890679167	1.04775114462605
1077.855	140	13	6	-35.1751132980683	-0.754116411048785	-0.753283800272224	0.00271457540255409	-0.784767742345626	-0.000412575632499675	0.0178921342731882	0.0542085570532604	-0.104088125204359	0.0187357504556593	1.02813971846014
579.321	300	30	7	98.8102950217684	2.10407875290071	2.12281581017157	0.00594835802830878	0.0140823504589079	-0.000105577325805332	0.00768849720466058	0.0496393949324234	0.155624822311929	0.0053457084736055	0.936537686643679
1500	340	38	8	22.6328825156555	0.487023826462	0.486074033745106	0.00158120661969974	-0.647607195916161	0.000412158433643206	0.0053729584378279	0.0535890153340433	0.0793736808424859	0.0259728298032196	1.04282449689228
731.364	170	22	8	-28.2427822895112	-0.603148788736984	-0.602167266200508	0.00101969868045455	0.37287667120658	-6.73139705424356e-05	0.00760389414665063	-0.1009486607154	-0.063761512118357	0.0110876808262806	1.02447353597815
25.689	100	23	6	-19.5364380607375	-0.417741438369269	-0.416860024939011	0.000600046934782424	-0.489454467969672	0.000237782589083492	0.00138559062653936	0.0304621084932468	-0.0488883408759961	0.0135674272624196	1.03102941608152
391.749	200	22	9	19.4990424004352	0.418747990520846	0.417865351642936	0.000988803417618237	-0.533494459912363	-0.000109032892230211	-0.00585338067736774	0.127200576047572	0.0627579286536853	0.0220585684382836	1.03996361674341
233.999	80	20	7	-58.2028556814794	-1.24232427363442	-1.24405877436749	0.00391965338549077	-0.49010433719028	0.000455997517511284	0.0143428744988657	-0.0706744131202667	-0.125389091417531	0.0100565289752532	0.998946391606325
275.7	100	18	6	-23.921452229632	-0.510757231136444	-0.509791988398481	0.000703898760934452	-0.616072485902861	0.000150300732909612	0.00636516476744417	0.033646331361233	-0.052961902582529	0.0106777298659661	1.0262055467511
56.895	70	37	7	-110.415641506173	-2.36354940981169	-2.39184465809468	0.0222889831193746	-0.0481327226117361	0.00144662284532499	-0.040529189488501	-0.042396824669711	-0.302164478015424	0.0157088522397949	0.923698297285143
255.117	50	16	8	-87.6120879415811	-1.87736793969804	-1.88963961992952	0.0159247489687979	0.536858599732221	0.00066672064972597	0.0390941012426263	-0.364485272140787	-0.254036360626531	0.0177523074003436	0.966367397167165
566.501	240	32	8	22.0773329346635	0.471056517949335	0.470119496158801	0.00052116394302664	-0.383942329291968	-4.40859509368528e-05	0.00210502757510644	0.0686210851809642	0.0455672081684588	0.0093073757509325	1.02560260119559
102.568	160	26	5	34.9217611593092	0.748350630653926	0.747507818577764	0.00254587844673742	1.38113642679124	-0.000358825587777702	0.00291654434875588	-0.157029642588944	0.100799746149462	0.0178591656593667	1.02740422557364
250.568	290	53	9	17.0929866146088	0.37048170865951	0.369664852514975	0.00142787414903396	-0.75859841402262	-0.000194279320149773	0.0141738083774512	0.0852596101346169	0.0754078138466162	0.0399494214369905	1.06016819941938
68.594	140	28	7	-11.1018825410509	-0.237168646976751	-0.236596803478249	0.000167076898507876	-0.0591110333170292	0.000134227155307678	-0.000530254369104516	-0.0095933108097224	-0.0257893142906771	0.0117417356597094	1.03161291470751
642.786	210	32	7	-3.31177074761766	-0.0705347826174851	-0.0703555097887355	7.16429041146592e-06	0.00483953259431025	-5.15616771784176e-07	-0.000473299553079339	-0.0012054988538948	-0.00533963251189247	0.00572706518935446	1.02644604634694
1500	300	24	7	40.8631701073517	0.877921780314792	0.877406166942139	0.00451357785160172	-0.160252484874045	0.000807211669775922	-0.00846580907160311	0.0156873453008028	0.134287417996421	0.0228882978545108	1.02824572676908
102.563	230	37	6	56.7941735032697	1.2162486732658	1.21774605025798	0.00622147022890135	0.949773176086671	-0.000659762181274515	0.0237519473290491	-0.134244844267843	0.157946810131246	0.016544849414376	1.00686359893324
756.984	280	30	8	52.6430671259743	1.12314258443799	1.12389627780999	0.00291483720131085	-0.936989827432177	0.000121855768643417	0.000540125807805332	0.164389199081769	0.108050924313564	0.00915817289979319	1.00384106446099
51.229	160	19	7	40.678968982332	0.870063965080614	0.869522379617384	0.00270822222917336	0.425971630962662	-0.000479845945886318	-0.0109196734350088	0.0554576157557595	0.104016378029278	0.0141081863040095	1.01937524364402
644.151	200	47	6	-52.8526808870549	-1.13463446863896	-1.13547151887551	0.00703164232529904	-0.3621296853945	2.64046335179927e-05	-0.0387500075721139	0.16861072721352	-0.167833500993705	0.0213805397707136	1.01583687094132
15.313	110	22	5	5.79808726011715	0.124361502435008	0.124048742271904	7.74243020385822e-05	0.246738920644121	-6.90135464497499e-05	-0.000298302139210308	-0.0246029369117554	0.0175539578127433	0.0196315546922287	1.04078118993936
243.237	110	10	8	-6.39910519569595	-0.137589996408253	-0.137245180870633	0.000118537769714634	0.0173292071758284	4.7678156010338e-05	0.00423849546658438	-0.0289481196978538	-0.0217204398704821	0.0244342805250159	1.04583100351357
256.894	70	1	4	27.0937900999832	0.588022235300384	0.587038295851829	0.00383583681447947	1.91520853945411	-0.000122881414988013	-0.0211182650760208	-0.165062938992958	0.123660996584813	0.0424889886644834	1.05846071308075
22.464	100	1	6	54.8206692516092	1.18427252872957	1.18549665841002	0.0121737541277209	2.08619158099254	-0.000588706208423772	-0.0473808764724172	-0.0203676398592878	0.220897569636127	0.0335550826948458	1.02620342964999
45.689	190	39	6	14.887062708028	0.31932210295308	0.318589345954025	0.000512707199462629	0.23995002150208	-0.000194512161244902	0.00736965883484083	-0.0365099810170668	0.0451821581300393	0.0197162025095895	1.03903465943684
724.938	70	8	5	-47.294354402275	-1.0165254760126	-1.01661234545205	0.0062768394812887	-2.12122034995348	-0.00023013204831852	0.028696617574899	0.181867331505789	-0.158466555835746	0.0237212897256565	1.02359766178256
1126.461	360	38	7	85.4270104232123	1.82654419364463	1.83758527068313	0.0113658782489516	-0.740246623332738	0.00087865469888473	0.0271525085276068	-0.0167426769430016	0.214510626857603	0.0134438735737045	0.965916688819205
1985.119	360	35	5	44.8149221472122	0.98068190954434	0.980585708767309	0.0148450606193128	0.907830565501007	0.00142307452453149	0.011893957767843	-0.276419386836009	0.243656711674039	0.0581522273436332	1.06257629098135
1837.516	300	40	5	-19.4929488582106	-0.42546331549977	-0.424572667795974	0.00254675575610135	-0.360460430719458	-0.000542163330448817	-0.00896383835489151	0.123652601457546	-0.100719498912609	0.0532777216629564	1.07413310595412
135.986	120	22	7	-16.6178896547322	-0.35486960908085	-0.354076939514885	0.000349463514228302	-0.134654921675497	0.000168507863536318	0.00280248044418223	-0.0191962083803444	-0.037304373459948	0.010978173523539	1.02935089571582
237.703	150	27	8	-23.1755804719718	-0.49531747291234	-0.494361793145096	0.000783743354529191	0.279339870118911	0.00020420270431258	0.00127136183920423	-0.0822932891403675	-0.0558828030171057	0.012616888365418	1.02854738094206
976.641	220	31	6	-7.19723367416973	-0.153635286704381	-0.153252086931775	6.08983998240199e-05	-0.0933664297420512	-5.76833052235475e-05	-0.00098208861775095	0.0176451472861515	-0.0155685569028409	0.0102146838307879	1.03070792826891
1452.689	280	19	7	41.7162819227394	0.896746028808373	0.896296048179931	0.00493683319033493	-0.0308961693776865	0.000797753301272995	-0.0159327371279611	0.0284491153073199	0.140454688771938	0.0239680959282942	1.02867889605196
1600	300	24	9	10.2020171829002	0.221013467863988	0.220476412195049	0.000495498258575293	-0.3967689295208	0.000217577680132498	-0.00336728275029173	0.0603791228020622	0.0444113991887865	0.0389933923447898	1.06102709449442
268.598	140	1	7	62.8412924927313	1.35608407228931	1.35901071350985	0.0149428958987959	1.19778912795431	-0.000359586171728449	-0.0589014385537598	0.142888279612541	0.245009907584527	0.0314796771923644	1.01484832406897
900.889	290	38	8	23.4883149981806	0.501966070365402	0.501006047630204	0.000795956416631811	-0.550578244220939	0.000113859875591582	0.0065992778530947	0.0617528413750054	0.0563174841309301	0.0124780667478768	1.02826346435054
982.063	180	26	6	-30.8203533436003	-0.657775189048329	-0.656820408373997	0.00107327519213433	-0.483496021011347	-0.000262572771191237	0.0012249030287613	0.0672833518877341	-0.0654266511553978	0.00982489929335421	1.0217268245693
201.356	140	11	6	45.9612014051502	0.984504023892976	0.984426404105836	0.00419849810064062	1.39784375620295	-0.000340534020279529	-0.0234302583858069	-0.0458634505244052	0.129581419884956	0.017031718308577	1.0179687122958
746.024	210	34	6	-7.72362546328113	-0.164765461911744	-0.164355987102485	6.11931171193785e-05	-0.101438216778951	-2.11682209085629e-05	-0.00200481292454532	0.0192925059265678	-0.0156063244906402	0.00893577055063612	1.02930340174625
1132.877	250	55	7	-82.3638385136477	-1.77994277835466	-1.78992162378846	0.0281122107711005	1.52682628229665	-0.000765387324447495	-0.0771556516705921	0.0943547404247773	-0.337213901326759	0.034276442095442	0.990201051272992
1000	250	5	7	97.2866609237864	2.09539916076742	2.11385783747159	0.0313640206351772	1.05134915541323	0.000996624769790206	-0.0825582155952938	0.163514850796846	0.357317981506848	0.027779409242147	0.958877434224826
75.896	120	34	6	-40.8399273528316	-0.873903142455188	-0.873374142517925	0.00290803067676762	-0.758682200519343	0.000487986893771339	-0.0128097837118549	0.0891899992658069	-0.107787032706857	0.0150026315341146	1.02016095826497
1351.254	290	37	9	-22.4597493161068	-0.483868618922328	-0.482921201035773	0.00170270148879551	0.982953637876935	-0.000326249100436651	-0.00356835534855445	-0.118159222519126	-0.0823660176415181	0.0282676847037843	1.04535267362293
202.705	60	13	8	-63.0608289741061	-1.35387393886597	-1.35677488392633	0.010075385976782	0.25547523127407	0.000539831367551448	0.034714529948988	-0.275338336464924	-0.201182596505913	0.0215139359604292	1.00463619061156
365.985	140	23	6	-8.4224045211653	-0.179578404916695	-0.179134448264685	6.41926262868832e-05	-0.187033113442816	3.94772300555434e-05	0.000816826012943067	0.0144560966373827	-0.0159844452533384	0.00789937334310913	1.02812109471901
305.268	290	54	6	42.3413671218589	0.91599306060882	0.915615255421794	0.0079034957478638	0.24366303131028	-0.000367065181153826	0.0433757837389848	-0.146423055243455	0.177729878549759	0.0363104795400526	1.04110893084428
263.268	160	18	7	26.0475007121241	0.556170336209033	0.555187989343582	0.000839956094162379	0.242231670703467	-0.00018349244505222	-0.00831532602845564	0.0340962948991118	0.0578616120212798	0.0107450677358072	1.02525961635938
513.694	100	2	7	-1.33106378359569	-0.0286758231191957	-0.0286026369636455	5.9748113077307e-06	-0.0218904934670739	4.39788766168745e-07	0.00122169328735348	-0.00278065455246922	-0.00487620857455452	0.0282429527016297	1.05031810774686
152.609	160	11	6	70.0990819769068	1.50212724110471	1.50698985888563	0.0102188695268676	2.16103793697392	-0.000594981928403434	-0.0354946307014564	-0.0683200307824937	0.202831326265545	0.017793130680146	0.992129062302921
35.987	150	30	8	-16.1552285928439	-0.346060182351907	-0.345281747998933	0.000520494489587075	0.196457640049729	0.000218464742357571	-0.00108139804707264	-0.0565918816883739	-0.0455260585963809	0.0170878555400414	1.03587984747779
102.568	140	22	7	6.21879143224674	0.132846907503613	0.132513545010797	5.21086350374448e-05	0.0520837699907279	-6.76491324952131e-05	-0.00103326514047409	0.00729049756230343	0.0144010337296018	0.0116726006064915	1.03235384078286
215.368	230	36	6	50.586165972342	1.0816156019536	1.08208708486201	0.00399402006128889	0.825787964781657	-0.000456823393069827	0.0188591323063342	-0.119254261770756	0.126451616931382	0.0134720516807148	1.0101280789517
426.784	230	37	8	7.10006019808038	0.151713556649696	0.151334923523744	7.10955786032747e-05	-0.135588734644358	-3.87007918373727e-05	0.00200707739920983	0.0206959032973981	0.0168215520632404	0.0122045237767945	1.03279658175498
507.772	30	9	3	-50.0550112244015	-1.08897577497915	-1.08949513605519	0.0146515624571227	-4.08183221899176	-4.97567935354797e-05	0.0227857469363201	0.476093290573352	-0.24220273506053	0.0470931709557263	1.04542515129658
233.291	80	2	7	2.47089584391485	0.0532833961706419	0.053147680251222	2.20444701061336e-05	0.0463455887215824	-1.6259949168969e-05	-0.00221714688106836	0.00551764391065369	0.00936639012986831	0.0301226164074963	1.0523103550981
1035.433	190	12	8	-0.37937448400086	-0.00815442214614105	-0.00813359482733286	4.05178906014782e-07	0.00387869324300931	-3.7701638612718e-06	0.00024782251780345	-0.00152444367993886	-0.00126982172521555	0.0237937033165289	1.04554720654007
102.642	90	5	9	-8.71393255524311	-0.189498491823324	-0.189031776424309	0.000435902103805003	0.138653171363562	9.50816840188909e-05	0.00788381543062784	-0.0678822233837396	-0.041653695315233	0.0463069379208016	1.06944613339041
526.142	120	14	7	-22.7968121332299	-0.487025909083688	-0.486076114823734	0.000709320468124692	-0.214928178358451	2.25583387285708e-05	0.0109645675099258	-0.031876671910431	-0.0531622626673688	0.011820455481191	1.02788947337742
624.538	150	20	5	0.818979997010416	0.0175155212141682	0.0174707952965986	1.08628419855893e-06	0.0315721279380821	1.3741039839677e-06	-0.000138740250065665	-0.00361124683293769	0.0020791763983832	0.0139652762857521	1.03512050492751
912.349	230	57	6	-79.2928729286703	-1.71875733173662	-1.72743457714411	0.0308435496460016	0.072781428871106	-0.000374777376855266	-0.0863043071293984	0.312826113734142	-0.353019923851043	0.0400890852766319	1.00062814219557
215.994	150	19	8	5.60658556136745	0.120036306321944	0.119734100813109	5.88391059293047e-05	-0.0418940382590012	-4.87306070836425e-05	-0.00188541822949041	0.0224777766784214	0.0153027069691734	0.0160717890231815	1.03703810850218
561.963	210	35	7	-6.55340003576907	-0.139668375940632	-0.139318556578319	3.46079802014639e-05	0.0162196248251992	1.20366509297778e-05	-0.0016679828657016	-0.00158716260619193	-0.0117362406354634	0.00704642803723741	1.02750511652207
474.76	180	22	5	36.7980089978274	0.786802012725402	0.786034607689129	0.00211343887521895	1.42108692855	-6.48122955669619e-05	-0.00320361551503283	-0.163465797289482	0.0918546289071236	0.0134718806659992	1.02160000845677
231.523	140	16	7	15.4770198276419	0.330778350305394	0.330025577914614	0.000349107276050543	0.165278139938561	-0.000117570729612203	-0.00600265082372023	0.022216307490515	0.0372837827923019	0.0126019285395066	1.03139147820378
678.596	360	53	7	72.9325750829198	1.57019287847905	1.57612667023181	0.0170806338443194	-0.991408786990829	-5.18196400615481e-05	0.0652178378595344	-0.0584157975846738	0.262373580365454	0.0269641545076241	0.997163201679661
70.922	10	4	6	-49.3949551172089	-1.06394289055648	-1.06430310752296	0.00811585263431492	-1.76591743959923	0.000485880224072311	0.0373276465274237	0.0275950866610785	-0.180237056121611	0.0278790401430178	1.02589659057231
1567.548	240	29	6	-30.6214207101151	-0.659244764443826	-0.658291108080345	0.00300567072485102	-0.291927091789227	-0.000656444245971213	-0.000625314514473222	0.0819952791465356	-0.109489379811843	0.0269188844443263	1.03963420577758
263.598	270	43	7	51.8338594570658	1.11010994482881	1.11077188894578	0.00523182744876188	-0.23634737205998	-0.000468657720518684	0.0292109464738985	-0.00227978936263295	0.144749005526926	0.0166981467900876	1.01214339780764
